ISO3,Year,Barley_Area_harvested,Barley_Production,Barley_Yield,"Hen_eggs_in_shell,_fresh_Laying","Hen_eggs_in_shell,_fresh_Production","Hen_eggs_in_shell,_fresh_Yield","Hen_eggs_in_shell,_fresh_Yield/Carcass_Weight","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Production","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_chickens,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_chickens,_fresh_or_chilled_Production","Meat_of_chickens,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_sheep,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_sheep,_fresh_or_chilled_Production","Meat_of_sheep,_fresh_or_chilled_Yield/Carcass_Weight","Onions_and_shallots,_dry_(excluding_dehydrated)_Area_harvested","Onions_and_shallots,_dry_(excluding_dehydrated)_Production","Onions_and_shallots,_dry_(excluding_dehydrated)_Yield","Other_vegetables,_fresh_n.e.c._Area_harvested","Other_vegetables,_fresh_n.e.c._Production","Other_vegetables,_fresh_n.e.c._Yield",Potatoes_Area_harvested,Potatoes_Production,Potatoes_Yield,Tomatoes_Area_harvested,Tomatoes_Production,Tomatoes_Yield,Wheat_Area_harvested,Wheat_Production,Wheat_Yield,"Total Damage, Adjusted ('000 US$)",No. Affected,Total Deaths,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)",Rural_population,Total_Population_Both_sexes,Total_Population_Female,Total_Population_Male,Urban_population,Current_account_balance_(%_of_GDP),External_debt_stocks_(%_of_GNI),"Foreign_direct_investment,_net_inflows_(%_of_GDP)",Gini_index,"Life_expectancy_at_birth,_female_(years)","Life_expectancy_at_birth,_male_(years)","Life_expectancy_at_birth,_total_(years)",Population_growth_(annual_%),Poverty_headcount_ratio_at_$3.00_a_day_(2021_PPP)_(%_of_population),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)",Urban_population_(%_of_total_population),AFG_Export,AFG_Import,ARG_Export,ARG_Import,AUS_Export,AUS_Import,BEL_Export,BEL_Import,BGD_Export,BGD_Import,CAN_Export,CAN_Import,CHN_Export,CHN_Import,DEU_Export,DEU_Import,ESP_Export,ESP_Import,FRA_Export,FRA_Import,GBR_Export,GBR_Import,HRV_Export,HRV_Import,IND_Export,IND_Import,IRN_Export,IRN_Import,IRQ_Export,IRQ_Import,ISR_Export,ISR_Import,ITA_Export,ITA_Import,JPN_Export,JPN_Import,LKA_Export,LKA_Import,PAK_Export,PAK_Import,PRT_Export,PRT_Import,RUS_Export,RUS_Import,SAU_Export,SAU_Import,SWE_Export,SWE_Import,USA_Export,USA_Import
DEU,2004,1979472.0,12992870.0,6563.8,44300.0,6583037.5,279.0,18352.0,4141100.0,1258000.0,304.0,510000.0,609400.0,1195.0,2212775.0,48406.0,22.0,9111.0,425858.0,46741.1,10785.0,319052.51,29582.2,295266.0,13043559.0,44175.6,332.0,58082.0,174945.8,3111651.0,25427210.0,8171.6,235827.0,150.0,2.0,33.9352126434777,2852317768061.78,1.16236825444811,34566.7359143735,28.9712783030388,1.66573696655992,62.9064909465164,44.728,39.836,42.711,15.107,19.91,19792.081,82092.708,42149.913,39942.796,61923.578,4.53374240243279,,-0.715503012520617,30.2,81.6,75.9,78.6804878048781,-0.021709727650009,0.0,10.727,75.779,118213000.0,11294000.0,1163451000.0,1230478000.0,5767556000.0,1591025000.0,51170189000.0,35437328000.0,277013000.0,1536415000.0,6050303000.0,2966799000.0,26071490000.0,40442316000.0,0.0,0.0,45777069000.0,21534244000.0,93594208000.0,64886762000.0,75893395000.0,42682495000.0,2687271000.0,789283000.0,4095090000.0,3646697000.0,4454364000.0,487438000.0,455112000.0,2584000.0,3062768000.0,1561298000.0,65251082000.0,43487077000.0,15788338000.0,26232760000.0,308783000.0,315858000.0,832121000.0,782498000.0,8454654000.0,5760427000.0,18643661000.0,20240953000.0,3801957000.0,1317637000.0,19721194000.0,12638536000.0,80545783000.0,50013340000.0
DEU,2005,1946800.0,11613800.0,5965.6,43300.0,6411626.5,278.0,18360.0,3772807.0,1166900.0,309.0,515000.0,605117.0,1175.0,2241325.0,49202.0,22.0,7907.0,364514.0,46100.2,11340.0,335694.24,29602.0,276900.0,11624200.0,41979.8,322.0,57463.0,178456.5,3173800.0,23692700.0,7465.1,1268945.0,450.0,4.0,35.9531497908166,2893393187361.87,0.885697256705441,35084.4363546269,30.9999527026155,1.54691114751328,66.9531024934321,45.147,40.292,43.674,17.183,20.754,19617.625,82046.731,42154.691,39892.039,62053.609,4.64324145764123,,2.06799391408494,31.7,81.8,76.2,78.9317073170732,-0.0567782618352031,0.0,11.193,75.98,151715000.0,4055000.0,1297410000.0,1229159000.0,6243205000.0,1576562000.0,54292454000.0,35877245000.0,320766000.0,1470325000.0,6834173000.0,3396101000.0,26339982000.0,50594705000.0,0.0,0.0,49796586000.0,22495764000.0,98354819000.0,66712113000.0,75159998000.0,48502841000.0,2797023000.0,820550000.0,5208753000.0,4232063000.0,5446779000.0,593501000.0,340271000.0,2223000.0,3068060000.0,1559021000.0,67002331000.0,45183458000.0,16610514000.0,27025351000.0,281306000.0,327261000.0,1184864000.0,723829000.0,9143387000.0,5017596000.0,21413908000.0,27678734000.0,5023655000.0,1689513000.0,21441276000.0,14047282000.0,86050473000.0,51928023000.0
DEU,2006,2025300.0,11966600.0,5908.6,42390.0,6466700.0,286.0,18790.0,3806192.0,1193180.0,313.0,518000.0,608418.0,1175.0,2187785.0,43423.0,20.0,8525.0,337269.0,39562.3,12085.0,352394.23,29160.0,274300.0,10030600.0,36568.0,279.0,53239.0,190820.8,3114700.0,22427900.0,7200.7,0.0,1000.0,26.0,38.9694499171537,3046308753670.58,3.85573614635729,36980.3349948954,33.7897435474697,1.57742642840563,72.7591934646234,46.441,42.204,45.691,18.83,19.801,19423.458,81701.971,41932.062,39769.91,62116.895,5.83661726884206,,2.87049561649648,31.0,82.0,76.4,79.1317073170732,-0.112797497644931,0.0,10.277,76.179,255010000.0,4678000.0,1699438000.0,1631426000.0,6900683000.0,2062064000.0,58649257000.0,41977899000.0,382438000.0,1978445000.0,8102181000.0,5025723000.0,34596026000.0,62805681000.0,0.0,0.0,52472241000.0,24902610000.0,106706000000.0,78032709000.0,81235846000.0,51301357000.0,3323793000.0,1005183000.0,8004414000.0,5294761000.0,5212518000.0,514918000.0,463512000.0,17408000.0,3414082000.0,1851966000.0,74568764000.0,52122536000.0,17424016000.0,30161029000.0,277840000.0,400079000.0,1307442000.0,773835000.0,9259326000.0,5150708000.0,29457553000.0,37674339000.0,5846064000.0,2040563000.0,23611601000.0,16210025000.0,98010962000.0,61792385000.0
DEU,2007,1916871.0,10384218.0,5417.3,41420.0,6379700.0,289.0,18967.0,3715064.0,1185724.0,319.0,585000.0,687696.0,1176.0,2063909.0,43908.0,21.0,8388.0,377639.0,45021.3,13103.0,376109.0,28704.0,274961.0,11643769.0,42347.0,293.0,62599.0,213648.5,2992075.0,20828077.0,6961.1,8320965.0,0.0,19.0,40.6368056265783,3484056680854.91,2.89010717888073,42350.9217211489,34.2470360551014,2.29834400700951,74.8838416816798,47.63,44.087,46.519,15.789,19.124,19215.385,81298.542,41643.556,39654.986,62129.072,6.70574096490581,,1.4594247021417,31.2,82.3,76.9,79.5341463414634,-0.133718572600486,0.0,8.732,76.378,194151000.0,6954000.0,2352522000.0,2052646000.0,7971935000.0,2294356000.0,70388624000.0,53222511000.0,294950000.0,2053763000.0,8688309000.0,4771762000.0,41106431000.0,75047643000.0,0.0,0.0,66023015000.0,28956451000.0,128666000000.0,88900117000.0,97258871000.0,59560295000.0,3784785000.0,1049369000.0,10130046000.0,6462501000.0,4954681000.0,793892000.0,438886000.0,56964000.0,3595152000.0,2243976000.0,89263638000.0,60790880000.0,17913466000.0,32996181000.0,201309000.0,483109000.0,1249696000.0,880047000.0,10747439000.0,5668187000.0,38755181000.0,39576940000.0,7311409000.0,1463522000.0,29737171000.0,19454572000.0,100561000000.0,62436453000.0
DEU,2008,1961682.0,11967114.0,6100.4,41323.0,6446340.0,293.0,19108.0,3817624.0,1199431.0,314.0,647000.0,746942.0,1154.0,1953800.0,38537.0,20.0,8942.0,407602.0,45582.9,13813.0,398830.0,28873.5,259800.0,11369000.0,43760.6,308.0,65096.0,211350.6,3213485.0,25988564.0,8087.3,3933814.0,0.0,8.0,40.9425488863489,3808786022312.5,0.910403214153277,46386.3295924799,35.1588613264959,2.62837981637219,76.1014102128448,47.982,44.421,48.599,13.835,17.011,19004.672,81110.777,41538.42,39572.356,62126.272,5.57681458234834,,0.812719205455151,30.8,82.4,77.2,79.7365853658537,-0.190142844695674,0.0,7.508,76.575,396965249.2,3587635.642,2746944591.0,2553258408.0,9787967040.0,2683699654.0,72620562972.0,53432612344.0,399090750.0,2575668384.0,9272656313.0,5640253837.0,50408741618.0,90582734280.0,0.0,0.0,62907838107.0,30482455443.0,137703000000.0,93180435515.0,94502659508.0,61031234393.0,4392633197.0,1196628459.0,12127592188.0,7928949318.0,5838771688.0,976134437.4,452755838.1,203774504.2,4052660694.0,2249684456.0,91324176340.0,68404808619.0,18950651240.0,35703441739.0,230402580.1,576886377.1,1245306258.0,1019111460.0,11975243814.0,5981081506.0,48826587182.0,37767303891.0,7679110352.0,2232519296.0,29626749129.0,19978531257.0,105760000000.0,69639042575.0
DEU,2009,1877894.0,12288100.0,6543.6,36700.0,5726425.0,293.0,19046.0,3792119.0,1189615.0,314.0,662000.0,785869.0,1187.0,1843266.0,38500.0,21.0,8632.0,433036.0,50166.4,13601.0,421934.0,31022.3,263700.0,11683100.0,44304.5,316.0,66620.0,210822.8,3226036.0,25192350.0,7809.1,102351.0,0.0,16.0,35.4417264226192,3479800820863.28,-5.54516454479311,42487.2137101496,30.6735421084064,0.312739007368447,66.1152685310257,48.683,44.86,47.194,14.776,17.692,18807.36,80935.283,41478.103,39457.18,62158.252,5.87415966958685,,1.62945868783671,30.5,82.5,77.3,79.8365853658537,-0.253383410163402,0.0,7.88,76.771,315567602.8,5885245.71,1937188319.0,2058033094.0,8874495532.0,2557150487.0,57966551290.0,38710829941.0,428175056.7,2848877101.0,7381631931.0,4445852162.0,52262375729.0,79318156279.0,0.0,0.0,43631817440.0,26416070648.0,113102000000.0,74210528165.0,74114906722.0,44453585689.0,3223336581.0,929491016.9,11327778120.0,7173469008.0,5315532979.0,781344676.1,857974863.1,117362593.5,3452465861.0,1881511007.0,70564376956.0,51426279797.0,15461099040.0,27256698734.0,212670294.0,509015011.5,1052086159.0,930267629.2,8636018105.0,4825031978.0,29592571057.0,23289316018.0,6866302020.0,901518728.9,21688065812.0,14160294909.0,76297833168.0,55787029374.0
DEU,2010,1641322.0,10326918.0,6291.8,33400.0,5426600.0,305.0,19832.0,3803813.0,1205002.0,317.0,617582.0,837134.0,1356.0,1877934.0,38340.0,20.0,8762.0,387114.0,44181.0,11807.0,351888.0,29803.3,254367.0,10143090.0,39875.8,322.0,73285.0,227593.2,3297699.0,23782955.0,7212.0,1438574.0,1400.0,8.0,39.4832687323685,3468154343000.01,4.14676755040489,42409.9356994694,34.3793720327515,1.1038103778926,73.8626407651201,49.065,44.069,48.109,12.877,17.057,18633.173,80830.924,41447.113,39383.812,62261.612,5.77101102573257,,2.48078642393235,30.2,82.6,77.5,79.9878048780488,-0.153198446937304,0.0,7.043,76.966,358596546.2,31084508.14,3194467886.0,2381448288.0,10482157501.0,2797392432.0,58662691899.0,43573066752.0,620229320.5,3162905232.0,8610314108.0,5389451541.0,71552785306.0,103800000000.0,0.0,0.0,45338545273.0,29085288449.0,118331000000.0,80236672688.0,77278974842.0,49762876425.0,2762629895.0,975899833.8,12382038824.0,8394778215.0,5099469489.0,1264999063.0,1201449708.0,213041009.9,3908342200.0,2240744438.0,77571211521.0,55460263880.0,17686178808.0,31391415802.0,263467491.7,545270468.2,1034819056.0,1139206545.0,10247441955.0,5327870322.0,35937581937.0,31119378309.0,7768058045.0,861405522.1,25678647603.0,16985353614.0,87421804630.0,61153544469.0
DEU,2011,1598100.0,8733800.0,5465.1,39200.0,6408650.0,307.0,19957.0,3719013.0,1170376.0,315.0,641829.0,895880.0,1396.0,1956514.0,39892.0,20.0,9442.0,505594.0,53547.3,11965.0,373181.0,31189.4,258700.0,11837200.0,45756.5,321.0,76718.0,238996.9,3248200.0,22782700.0,7013.9,,,,41.6299889730367,3824828563521.41,3.75796884487347,47646.582043143,36.777324487501,2.07517283735874,78.4073134605377,50.644,45.594,48.501,11.496,15.168,18485.321,80857.873,41425.604,39432.27,62448.659,6.25886646333735,,2.55005949502613,30.6,83.1,77.9,80.4365853658537,-1.8537146287573,0.0,5.967,77.16,395947655.6,15185988.21,3749296776.0,3170635636.0,11676187241.0,3837867311.0,64318097804.0,51403026335.0,627276278.0,4353179488.0,10297238515.0,7079731496.0,90642573737.0,112601000000.0,0.0,0.0,48435742316.0,31301047156.0,140516000000.0,91466125744.0,89401172074.0,60632048133.0,3200217311.0,1204136586.0,15190394927.0,10656510261.0,4383570164.0,1166653474.0,1614677093.0,501091016.4,4892706362.0,2597490346.0,85779446950.0,66236679850.0,21397446849.0,34885269226.0,316497829.5,659049264.8,1067564372.0,1584719740.0,9714352369.0,6548531186.0,49359615518.0,41696766640.0,9608611648.0,1273429695.0,30664655544.0,19647383207.0,103181000000.0,69261436923.0
DEU,2013,1570400.0,10343600.0,6586.6,43200.0,6686900.0,292.0,18074.0,3521272.0,1116507.0,317.0,644839.0,950940.0,1475.0,1653139.0,33142.0,20.0,9691.0,405656.0,41859.0,11711.0,329445.0,28131.2,242800.0,9669700.0,39825.8,332.0,69258.0,208608.4,3128200.0,25019100.0,7997.9,23833977.0,600000.0,21.0,41.6686546134315,3808086291482.36,0.386224592046474,47220.0102098851,35.8957269607433,1.50472330251876,77.5643815741748,51.491,45.357,48.596,10.311,13.71,18544.7,81041.582,41342.522,39699.059,62720.439,6.72723104677662,,1.76465787052263,31.5,83.0,78.1,80.490243902439,0.272900214681538,0.0,5.316,77.18,217866707.8,16461074.58,3769667628.0,2235989796.0,11441294614.0,2951684799.0,55250846705.0,49629349993.0,607373507.3,4739681825.0,11861048865.0,5483815114.0,89316350033.0,100313000000.0,0.0,0.0,41607663328.0,31389321136.0,131619000000.0,84192282928.0,94442689728.0,51782587791.0,2719820493.0,1221649037.0,12219742386.0,9392277173.0,2495189127.0,378479006.6,1861163105.0,591080686.6,4835377937.0,2185097985.0,70061897933.0,61960340551.0,22872493264.0,27492037453.0,340399057.6,600740027.8,1111697001.0,1416334158.0,8401935204.0,6781727953.0,48738490251.0,39698776433.0,12338479799.0,2240874639.0,27309764749.0,18474036198.0,119126000000.0,66571065474.0
DEU,2014,1573700.0,11562800.0,7347.5,44200.0,6735750.0,287.0,17794.0,3606557.0,1142603.0,317.0,667130.0,1027100.0,1540.0,1523398.0,30507.0,20.0,10224.0,500472.0,48950.7,12475.0,390537.0,31305.6,244800.0,11607300.0,47415.4,330.0,84496.0,256048.5,3219700.0,27784700.0,8629.6,530023.0,0.0,8.0,41.6838906996921,3965800686309.79,2.16949889758517,48971.0824722599,35.1464405712237,0.906794000434246,76.8303312709159,51.946,44.516,47.909,9.685,13.242,18587.788,81376.08,41451.255,39924.825,62901.872,7.19249005241927,,0.437659919660916,30.8,83.6,78.7,81.090243902439,0.416877359168292,0.0,4.979,77.19,153327552.7,29783603.58,3267012600.0,2153310954.0,10395622995.0,2390342583.0,55474865011.0,51025158797.0,768684179.5,5109834276.0,11624787094.0,4819134586.0,99201359658.0,107580000000.0,0.0,0.0,46242248892.0,32956431772.0,133478000000.0,88572012499.0,104888000000.0,50626648085.0,2968836320.0,1298847270.0,11885134276.0,9597572006.0,3224429994.0,314024043.9,1539805503.0,582022523.0,5437762993.0,2198442306.0,71564794556.0,64116164389.0,22779312747.0,26500610094.0,295536256.2,650980600.3,1076263394.0,1697143906.0,9403427395.0,6915294840.0,39845206160.0,37042739736.0,11901919262.0,1475186224.0,28391466736.0,18640529197.0,127776000000.0,67526624080.0
DEU,2015,1621800.0,11629900.0,7171.0,40165.0,6303818.5,294.0,19945.0,3581953.0,1132340.0,316.0,659092.0,1027400.0,1559.0,1062223.0,32140.0,30.0,10324.0,455348.3,44104.5,12228.0,365286.35,29873.4,236700.0,10370200.0,43811.6,328.0,80916.19,246778.5,3282700.0,26549500.0,8087.7,,,,42.6044431481211,3423568450957.03,1.65271978656361,41911.0109851054,35.1869136162559,0.514426137125456,77.791356764377,52.152,43.966,46.627,9.463,12.654,18629.376,82077.551,41675.704,40401.847,63078.413,8.10033539639848,,1.82321441511708,31.7,83.1,78.3,80.6414634146341,0.865702643950251,0.0,4.612,77.2,89584490.56,9369141.202,2968294550.0,1697115366.0,9378386259.0,2043449344.0,45252134871.0,39470559635.0,709554434.9,5175152453.0,11106873398.0,4134936292.0,79426901927.0,103334000000.0,0.0,0.0,42928410251.0,29325768387.0,113888000000.0,74105576780.0,98358591691.0,41938834826.0,2914621082.0,1332565776.0,10870331649.0,8545047380.0,2330584855.0,279245467.9,1119056449.0,498943740.0,4567959961.0,1918718467.0,64022980533.0,54114588178.0,18938948276.0,23277036798.0,321133065.1,596148842.1,1134402942.0,1599189852.0,8335885112.0,6127547046.0,24649522653.0,23449896730.0,11094928990.0,971889532.8,25437082458.0,15494000921.0,126561000000.0,69099301089.0
DEU,2016,1605000.0,10730500.0,6685.7,40398.0,6398492.5,297.0,20256.0,3640070.0,1155483.0,317.0,632847.0,999070.0,1579.0,1094251.0,31587.0,29.0,11294.0,522677.0,46279.2,13375.0,406208.0,30370.7,242600.0,10772100.0,44402.7,337.0,85287.0,253077.2,3201700.0,24463800.0,7640.9,2613996.0,0.0,7.0,41.6238177033957,3537784107980.55,2.29471066413561,42961.0356905775,34.3607698108013,0.491747008445174,75.9845875141969,52.768,44.39,46.899,8.637,11.326,18657.193,82760.102,41918.313,40841.79,63257.479,8.89985353214632,,1.64319555960592,31.4,83.5,78.6,80.990243902439,0.807218538573871,0.0,4.104,77.224,55900864.83,13164096.77,2877612442.0,1758049321.0,10016194464.0,2154596840.0,45884626286.0,40059446610.0,777431481.9,5518078903.0,10552836203.0,4320495582.0,84528602949.0,105739000000.0,0.0,0.0,44823249539.0,30835217631.0,111854000000.0,72741341540.0,94836231774.0,39046631442.0,3289166360.0,1548410188.0,10907393047.0,8611305496.0,2893877940.0,260004737.0,778289406.8,646175302.7,4502275492.0,1882312917.0,67660840513.0,57198763742.0,20389297054.0,25336101017.0,353576673.6,645011931.9,1300112636.0,1685168502.0,8770698254.0,6308492559.0,24515883698.0,21044953392.0,8135237722.0,701054939.1,27503291464.0,15833334096.0,118602000000.0,65963435127.0
DEU,2017,1566100.0,10853400.0,6930.2,40569.0,6456546.5,298.0,20365.0,3549432.0,1137008.0,320.0,631000.0,1009565.0,1600.0,1070270.0,31152.0,29.0,11781.0,541354.0,45951.4,13837.0,418342.0,30233.6,250500.0,11720000.0,46786.4,374.0,96561.0,258184.5,3202600.0,24481600.0,7644.3,1150484.0,600.0,6.0,42.3259814296135,3763092263752.95,2.71602454639843,45526.5999576533,35.24065551723,1.50949485109628,77.5666369468435,53.309,45.626,47.498,7.982,10.954,18672.1,83104.007,42081.511,41022.496,63442.124,8.08358573755333,,2.89088052868023,31.3,83.4,78.7,80.9926829268293,0.373724559895838,0.2,3.781,77.261,94551589.48,10052403.91,3398448038.0,1414527216.0,10769154193.0,3042380551.0,48672858291.0,41876485204.0,822996179.4,6121957283.0,11003629639.0,4611498755.0,97721639873.0,114649000000.0,0.0,0.0,47815973413.0,33692385197.0,116952000000.0,69128818664.0,94383145097.0,38598387555.0,3612907711.0,1655698908.0,12144132190.0,9690969100.0,3409872840.0,437111286.9,761056424.8,1080607865.0,5026885145.0,2157151017.0,72196574067.0,57344958616.0,22155107544.0,26654824219.0,649433347.7,742188041.4,1367532595.0,1903622401.0,9926346469.0,6653896252.0,29926415603.0,25745326937.0,7479954956.0,920427609.5,29536809743.0,16310239515.0,126687000000.0,70721341103.0
DEU,2018,1662000.0,9583600.0,5766.3,46800.0,6585931.0,263.0,18077.0,3438000.0,1109000.0,323.0,623100.0,1021000.0,1639.0,1648000.0,34000.0,21.0,13580.0,503160.0,37051.5,1900.0,18210.0,9584.2,252200.0,8920800.0,35371.9,400.0,103270.0,258175.0,3036300.0,20263500.0,6673.7,735138.0,0.0,5.0,42.6073917339186,4052008447223.53,1.11644310902427,48874.8595028454,36.6202679583694,1.73216879766942,79.227659692288,53.609,45.347,48.789,7.04,10.278,18671.111,83368.505,42204.81,41163.696,63622.346,8.44474369079797,,4.00421026360441,31.9,83.3,78.6,80.8926829268293,0.300526701992065,0.0,3.384,77.312,95511453.83,13243384.24,3476883493.0,1547607752.0,11871220949.0,2812216179.0,52241080724.0,53414432312.0,982205291.6,6912758647.0,12056023570.0,5351006785.0,110453000000.0,126751000000.0,0.0,0.0,52258979468.0,38349572901.0,124361000000.0,77295895863.0,96659170690.0,43525907895.0,4257577221.0,2088546979.0,14878761169.0,10756113697.0,3232393300.0,518735847.0,874807760.4,1258972499.0,5510751498.0,2335345233.0,82414016512.0,71250281187.0,24239532473.0,29282349294.0,419448894.7,841008619.3,1544621460.0,2013451027.0,11853228599.0,8054416120.0,31350927515.0,30614719863.0,7484085164.0,1419530067.0,31001802530.0,18718999668.0,134363000000.0,78295030922.0
DEU,2019,1708800.0,11591500.0,6783.4,48000.0,6724980.5,261.0,19544.0,3403000.0,1107000.0,325.0,620568.0,1036000.0,1669.0,1614000.0,35000.0,22.0,14390.0,607110.0,42189.7,2060.0,20260.0,9835.0,271600.0,10602200.0,39036.1,390.0,106690.0,273564.1,3118100.0,23062600.0,7396.4,0.0,0.0,5.0,42.3863044855837,3957208055215.68,0.987893350164853,47623.8656074829,36.747442628887,1.44565976888253,79.1337471144706,54.191,46.057,50.468,6.442,9.128,18651.132,83559.186,42297.67,41261.516,63787.507,7.88005874480123,,1.90698688059703,31.8,83.7,79.0,81.2926829268293,0.22551987421288,0.2,3.163,77.376,73658026.87,21146488.94,2714023661.0,1219331102.0,10370550337.0,3024528344.0,51634545373.0,45525173049.0,921129349.6,6694761946.0,12313782447.0,5955438999.0,108331000000.0,124354000000.0,0.0,0.0,49495566781.0,37074460593.0,119250000000.0,74051115256.0,88405623428.0,42431343786.0,4177023631.0,2015477971.0,13439527825.0,10666082198.0,1729538524.0,223169849.0,1158092454.0,742747348.5,5326720807.0,2405906293.0,75801906548.0,63913528761.0,23241223652.0,27563238917.0,358201083.6,846229238.7,1254694564.0,2030684604.0,11919411020.0,8281783782.0,30445099060.0,25357129214.0,6750404353.0,1321118074.0,27889596851.0,17204716798.0,133546000000.0,81475156254.0
DEU,2020,1667300.0,10769200.0,6459.1,49200.0,6951764.5,263.0,19648.0,3281250.0,1092030.0,333.0,623161.0,1066000.0,1711.0,1669000.0,40000.0,24.0,14730.0,629630.0,42744.7,2000.0,22820.0,11410.0,273500.0,11715100.0,42834.0,380.0,102120.0,268736.8,2835500.0,22172100.0,7819.5,0.0,0.0,0.0,39.1691838521344,3940142541354.1,-4.09513751682526,47379.765194548,33.824073376198,0.144877925813982,72.9932572283324,53.191,44.555,49.054,8.182,10.4,18610.145,83628.708,42337.474,41291.235,63930.305,6.34985102790796,,4.48666571074036,32.4,83.5,78.7,81.0414634146342,0.0816931586494595,0.2,3.881,77.453,79447430.89,16757101.42,2159155441.0,1075738910.0,9797934315.0,2674442865.0,49414775991.0,39052255861.0,611223880.0,6606108127.0,10761951670.0,5618032167.0,110372000000.0,134919000000.0,0.0,0.0,43008056390.0,35734364787.0,103733000000.0,64338792195.0,76506797151.0,39428018443.0,3853914017.0,1878489288.0,12262972853.0,10326232898.0,1780980318.0,307445012.9,1074718439.0,457732788.7,5150605511.0,2477412578.0,69120008626.0,61572615593.0,20003683348.0,24470396119.0,269197290.9,829832647.3,1215720157.0,2138350709.0,10142176992.0,7365348902.0,26996411990.0,17824793044.0,6791172854.0,1053932060.0,26624973097.0,16771170959.0,119199000000.0,78402821567.0
DEU,2021,1539500.0,10411100.0,6762.7,49800.0,7012513.0,262.0,19703.0,3268030.0,1080430.0,331.0,625816.0,1080000.0,1726.0,1631000.0,33360.0,20.0,16580.0,738540.0,44544.0,2200.0,23440.0,10654.5,258300.0,11312100.0,43794.4,400.0,101770.0,254425.0,2939000.0,21459200.0,7301.5,46306127.0,600.0,227.0,42.6575836538409,4348297440387.53,3.6699998840452,52265.6541620571,37.4990343972191,3.06666666666673,80.15661805106,53.291,46.873,51.482,6.578,8.497,18546.497,83697.083,42377.729,41319.353,64044.372,6.93113737824586,,2.93470785974787,,83.3,78.4,80.790243902439,0.0423270572552137,,3.594,77.544,66436207.68,12850522.78,2685281313.0,1183399171.0,11787772534.0,3164862184.0,60548249779.0,57692460805.0,915668460.1,8485411808.0,11994973327.0,6712636191.0,123585000000.0,170640000000.0,0.0,0.0,51850774213.0,40359745156.0,121000000000.0,73091404065.0,77393305051.0,38093471071.0,4681355222.0,2310516514.0,14787260025.0,13092317133.0,1719380711.0,360164243.0,1094031096.0,1103892323.0,6417423842.0,2798890581.0,88749001266.0,77221246436.0,21754521655.0,28260363734.0,315723659.2,1035245092.0,1583772495.0,2583245311.0,11834612274.0,8372943607.0,32147438361.0,27369770498.0,6661001745.0,1307693052.0,31448778856.0,19892314222.0,144604000000.0,86798995293.0
DEU,2022,1582600.0,11207100.0,7081.4,50400.0,7105906.5,262.0,19583.0,3022510.0,994910.0,329.0,631051.0,1076000.0,1705.0,1549000.0,31750.0,20.0,16830.0,638400.0,37932.3,2170.0,20440.0,9419.4,266400.0,10683400.0,40102.9,380.0,102180.0,268894.7,2980900.0,22587300.0,7577.3,1096694.0,0.0,8180.0,45.7805177232318,4163596357879.39,1.36973104612758,49686.1154582583,43.2836096462941,6.87257438551097,89.0641273695259,54.04,48.418,51.805,6.05,7.332,18460.833,84086.227,42574.644,41511.584,64130.933,3.88506689580802,,2.0947134896352,,83.0,78.33,80.6080487804878,0.720875455989295,,3.12,77.648,33820916.6,11884985.9,2675520858.0,1129632886.0,12568936881.0,5626675993.0,66065308603.0,62015378608.0,877211487.0,10541944369.0,13530813943.0,7408475914.0,113344000000.0,206642000000.0,0.0,0.0,52573142857.0,39749815959.0,124071000000.0,73734254788.0,78376379159.0,42044988700.0,5361753876.0,2538759436.0,15791378199.0,16105205519.0,1677684241.0,314026861.4,1161481578.0,2303069949.0,6332727366.0,2693617869.0,93708074555.0,77028316679.0,21837203005.0,27408864698.0,236842468.9,1128075841.0,1271653915.0,3083549384.0,12160731216.0,8830816441.0,15684924801.0,31196875829.0,7187709803.0,2927590042.0,31307078681.0,19672995591.0,165538000000.0,99761080104.0
