ISO3,Year,Barley_Area_harvested,Barley_Production,Barley_Yield,"Hen_eggs_in_shell,_fresh_Laying","Hen_eggs_in_shell,_fresh_Production","Hen_eggs_in_shell,_fresh_Yield","Hen_eggs_in_shell,_fresh_Yield/Carcass_Weight","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Production","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_chickens,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_chickens,_fresh_or_chilled_Production","Meat_of_chickens,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_sheep,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_sheep,_fresh_or_chilled_Production","Meat_of_sheep,_fresh_or_chilled_Yield/Carcass_Weight","Onions_and_shallots,_dry_(excluding_dehydrated)_Area_harvested","Onions_and_shallots,_dry_(excluding_dehydrated)_Production","Onions_and_shallots,_dry_(excluding_dehydrated)_Yield","Other_vegetables,_fresh_n.e.c._Area_harvested","Other_vegetables,_fresh_n.e.c._Production","Other_vegetables,_fresh_n.e.c._Yield",Potatoes_Area_harvested,Potatoes_Production,Potatoes_Yield,Tomatoes_Area_harvested,Tomatoes_Production,Tomatoes_Yield,Wheat_Area_harvested,Wheat_Production,Wheat_Yield,"Total Damage, Adjusted ('000 US$)",No. Affected,Total Deaths,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)",Rural_population,Total_Population_Both_sexes,Total_Population_Female,Total_Population_Male,Urban_population,Current_account_balance_(%_of_GDP),External_debt_stocks_(%_of_GNI),"Foreign_direct_investment,_net_inflows_(%_of_GDP)",Gini_index,"Life_expectancy_at_birth,_female_(years)","Life_expectancy_at_birth,_male_(years)","Life_expectancy_at_birth,_total_(years)",Population_growth_(annual_%),Poverty_headcount_ratio_at_$3.00_a_day_(2021_PPP)_(%_of_population),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)",Urban_population_(%_of_total_population),AFG_Export,AFG_Import,ARG_Export,ARG_Import,AUS_Export,AUS_Import,BEL_Export,BEL_Import,BGD_Export,BGD_Import,CAN_Export,CAN_Import,CHN_Export,CHN_Import,DEU_Export,DEU_Import,ESP_Export,ESP_Import,FRA_Export,FRA_Import,GBR_Export,GBR_Import,HRV_Export,HRV_Import,IND_Export,IND_Import,IRN_Export,IRN_Import,IRQ_Export,IRQ_Import,ISR_Export,ISR_Import,ITA_Export,ITA_Import,JPN_Export,JPN_Import,LKA_Export,LKA_Import,PAK_Export,PAK_Import,PRT_Export,PRT_Import,RUS_Export,RUS_Import,SAU_Export,SAU_Import,SWE_Export,SWE_Import,USA_Export,USA_Import
DEU,2002,1970335.0,10927970.0,5546.2,48600.0,7565000.0,293.0,17860.0,4272156.0,1316375.0,308.0,412000.0,476500.0,1157.0,2052647.0,43781.0,21.0,6911.0,292665.0,42347.7,9529.0,280562.88,29442.5,284078.0,11113856.0,39122.6,282.0,45272.0,160539.0,3014620.0,20817740.0,6905.6,23804608.0,330600.0,49.0,3.11904504893495e-05,2102350.79830589,0.0,0.025486594200874797,2.71421182354634e-05,1.42080615551526,5.83325687248129e-05,45.508,43.819,46.896,11.565,15.038,20097.558,82068.326,42117.726,39950.601,61514.31,1.98424702046954e-06,21.3233746649766,2.43861371432105e-06,29.8,81.2,75.4,78.2292682926829,0.168128319406931,0.0,8.482,75.374,45.304,5.475,539.584,878.976,3694.849,1119.483,28707.085,23000.944,148.226,782.447,5249.583,2608.112,13710.968,20076.23,0.0,0.0,27456.887,14592.399,63786.532,45241.467,50056.536,30821.191,1703.209,570.655,2227.984,2374.676,2096.952,296.388,373.814,4.967,2133.831,1394.338,43911.295,31455.606,11628.545,18686.397,129.883,220.28,528.535,543.766,6295.191,4612.817,10633.522,8590.388,3248.117,792.012,12553.413,8295.371,63377.33,36277.168
DEU,2003,2074622.0,10595573.0,5107.2,45500.0,6706680.0,277.0,18132.0,3968912.0,1226235.0,309.0,470000.0,548500.0,1167.0,2111865.0,45644.0,22.0,7865.0,271520.0,34522.6,10197.0,300992.95,29517.5,287264.0,9915679.0,34517.7,294.0,48870.0,166224.5,2963731.0,19259811.0,6498.5,3325174.0,0.0,9370.0,3.12678451095809e-05,2534715.5183490096,0.0,0.0307111022511331,2.76466991846698e-05,1.03422218628562,5.89145442942507e-05,45.345,42.957,45.039,13.071,18.247,19950.126,82111.615,42151.298,39960.317,61736.369,1.53250948753762e-06,21.3233746649766,2.5802310174772e-06,29.8,81.3,75.6,78.3804878048781,0.0553633035873241,0.2,9.779,75.577,94.777,5.03,776.91,1082.124,4760.082,1174.669,37771.452,29153.618,195.114,1170.332,5491.323,2714.816,20620.293,28372.814,0.0,0.0,36816.56,18574.734,79186.813,55222.05,62522.83,36113.976,2287.239,662.073,2767.922,2953.346,3040.11,326.162,231.598,11.465,2661.66,1356.301,55238.627,38102.92,13400.845,21654.14,180.17,258.196,616.466,671.784,7135.798,5834.812,13732.034,15142.928,3602.045,1053.669,16180.587,10710.486,69665.327,44063.978
DEU,2004,1979472.0,12992870.0,6563.8,44300.0,6583037.5,279.0,18352.0,4141100.0,1258000.0,304.0,510000.0,609400.0,1195.0,2212775.0,48406.0,22.0,9111.0,425858.0,46741.1,10785.0,319052.51,29582.2,295266.0,13043559.0,44175.6,332.0,58082.0,174945.8,3111651.0,25427210.0,8171.6,235827.0,150.0,2.0,3.3935212643477695e-05,2852317.76806178,1.16236825444811e-06,0.0345667359143735,2.89712783030388e-05,1.66573696655992,6.29064909465164e-05,44.728,39.836,42.711,15.107,19.91,19792.081,82092.708,42149.913,39942.796,61923.578,4.53374240243279e-06,21.3233746649766,0.0,30.2,81.6,75.9,78.6804878048781,0.0,0.0,10.727,75.779,118.213,11.294,1163.451,1230.478,5767.556,1591.025,51170.189,35437.328,277.013,1536.415,6050.303,2966.799,26071.49,40442.316,0.0,0.0,45777.069,21534.244,93594.208,64886.762,75893.395,42682.495,2687.271,789.283,4095.09,3646.697,4454.364,487.438,455.112,2.584,3062.768,1561.298,65251.082,43487.077,15788.338,26232.76,308.783,315.858,832.121,782.498,8454.654,5760.427,18643.661,20240.953,3801.957,1317.637,19721.194,12638.536,80545.783,50013.34
DEU,2005,1946800.0,11613800.0,5965.6,43300.0,6411626.5,278.0,18360.0,3772807.0,1166900.0,309.0,515000.0,605117.0,1175.0,2241325.0,49202.0,22.0,7907.0,364514.0,46100.2,11340.0,335694.24,29602.0,276900.0,11624200.0,41979.8,322.0,57463.0,178456.5,3173800.0,23692700.0,7465.1,1268945.0,450.0,4.0,3.5953149790816604e-05,2893393.18736187,8.85697256705441e-07,0.0350844363546269,3.09999527026155e-05,1.54691114751328,6.69531024934321e-05,45.147,40.292,43.674,17.183,20.754,19617.625,82046.731,42154.691,39892.039,62053.609,4.643241457641231e-06,21.3233746649766,2.06799391408494e-06,31.7,81.8,76.2,78.9317073170732,0.0,0.0,11.193,75.98,151.715,4.055,1297.41,1229.159,6243.205,1576.562,54292.454,35877.245,320.766,1470.325,6834.173,3396.101,26339.982,50594.705,0.0,0.0,49796.586,22495.764,98354.819,66712.113,75159.998,48502.841,2797.023,820.55,5208.753,4232.063,5446.779,593.501,340.271,2.223,3068.06,1559.021,67002.331,45183.458,16610.514,27025.351,281.306,327.261,1184.864,723.829,9143.387,5017.596,21413.908,27678.734,5023.655,1689.513,21441.276,14047.282,86050.473,51928.023
DEU,2006,2025300.0,11966600.0,5908.6,42390.0,6466700.0,286.0,18790.0,3806192.0,1193180.0,313.0,518000.0,608418.0,1175.0,2187785.0,43423.0,20.0,8525.0,337269.0,39562.3,12085.0,352394.23,29160.0,274300.0,10030600.0,36568.0,279.0,53239.0,190820.8,3114700.0,22427900.0,7200.7,0.0,1000.0,26.0,3.89694499171537e-05,3046308.75367058,3.85573614635729e-06,0.0369803349948954,3.37897435474697e-05,1.57742642840563,7.275919346462339e-05,46.441,42.204,45.691,18.83,19.801,19423.458,81701.971,41932.062,39769.91,62116.895,5.83661726884206e-06,21.3233746649766,2.87049561649648e-06,31.0,82.0,76.4,79.1317073170732,0.0,0.0,10.277,76.179,255.01,4.678,1699.438,1631.426,6900.683,2062.064,58649.257,41977.899,382.438,1978.445,8102.181,5025.723,34596.026,62805.681,0.0,0.0,52472.241,24902.61,106706.0,78032.709,81235.846,51301.357,3323.793,1005.183,8004.414,5294.761,5212.518,514.918,463.512,17.408,3414.082,1851.966,74568.764,52122.536,17424.016,30161.029,277.84,400.079,1307.442,773.835,9259.326,5150.708,29457.553,37674.339,5846.064,2040.563,23611.601,16210.025,98010.962,61792.385
DEU,2007,1916871.0,10384218.0,5417.3,41420.0,6379700.0,289.0,18967.0,3715064.0,1185724.0,319.0,585000.0,687696.0,1176.0,2063909.0,43908.0,21.0,8388.0,377639.0,45021.3,13103.0,376109.0,28704.0,274961.0,11643769.0,42347.0,293.0,62599.0,213648.5,2992075.0,20828077.0,6961.1,8320965.0,0.0,19.0,4.06368056265783e-05,3484056.68085491,2.89010717888073e-06,0.042350921721148904,3.4247036055101395e-05,2.29834400700951,7.488384168167979e-05,47.63,44.087,46.519,15.789,19.124,19215.385,81298.542,41643.556,39654.986,62129.072,6.70574096490581e-06,21.3233746649766,1.4594247021417e-06,31.2,82.3,76.9,79.5341463414634,0.0,0.0,8.732,76.378,194.151,6.954,2352.522,2052.646,7971.935,2294.356,70388.624,53222.511,294.95,2053.763,8688.309,4771.762,41106.431,75047.643,0.0,0.0,66023.015,28956.451,128666.0,88900.117,97258.871,59560.295,3784.785,1049.369,10130.046,6462.501,4954.681,793.892,438.886,56.964,3595.152,2243.976,89263.638,60790.88,17913.466,32996.181,201.309,483.109,1249.696,880.047,10747.439,5668.187,38755.181,39576.94,7311.409,1463.522,29737.171,19454.572,100561.0,62436.453
DEU,2008,1961682.0,11967114.0,6100.4,41323.0,6446340.0,293.0,19108.0,3817624.0,1199431.0,314.0,647000.0,746942.0,1154.0,1953800.0,38537.0,20.0,8942.0,407602.0,45582.9,13813.0,398830.0,28873.5,259800.0,11369000.0,43760.6,308.0,65096.0,211350.6,3213485.0,25988564.0,8087.3,3933814.0,0.0,8.0,4.0942548886348904e-05,3808786.0223125,9.10403214153277e-07,0.0463863295924799,3.51588613264959e-05,2.62837981637219,7.61014102128448e-05,47.982,44.421,48.599,13.835,17.011,19004.672,81110.777,41538.42,39572.356,62126.272,5.57681458234834e-06,21.3233746649766,8.12719205455151e-07,30.8,82.4,77.2,79.7365853658537,0.0,0.0,7.508,76.575,396.96524919999996,3.587635642,2746.944591,2553.258408,9787.96704,2683.699654,72620.562972,53432.612344,399.09075,2575.668384,9272.656313,5640.253837,50408.741618,90582.73428,0.0,0.0,62907.838107,30482.455443,137703.0,93180.435515,94502.659508,61031.234393,4392.633197,1196.628459,12127.592188,7928.949318,5838.771688,976.1344374,452.7558381,203.7745042,4052.660694,2249.684456,91324.17634,68404.808619,18950.65124,35703.441739,230.4025801,576.8863771,1245.306258,1019.11146,11975.243814,5981.081506,48826.587182,37767.303891,7679.110352,2232.519296,29626.749129,19978.531257,105760.0,69639.042575
DEU,2009,1877894.0,12288100.0,6543.6,36700.0,5726425.0,293.0,19046.0,3792119.0,1189615.0,314.0,662000.0,785869.0,1187.0,1843266.0,38500.0,21.0,8632.0,433036.0,50166.4,13601.0,421934.0,31022.3,263700.0,11683100.0,44304.5,316.0,66620.0,210822.8,3226036.0,25192350.0,7809.1,102351.0,0.0,16.0,3.5441726422619196e-05,3479800.82086328,0.0,0.042487213710149595,3.06735421084064e-05,0.312739007368447,6.61152685310257e-05,48.683,44.86,47.194,14.776,17.692,18807.36,80935.283,41478.103,39457.18,62158.252,5.8741596695868496e-06,21.3233746649766,1.6294586878367101e-06,30.5,82.5,77.3,79.8365853658537,0.0,0.0,7.88,76.771,315.56760280000003,5.8852457099999995,1937.188319,2058.033094,8874.495532,2557.150487,57966.55129,38710.829941,428.17505669999997,2848.877101,7381.631931,4445.852162,52262.375729,79318.156279,0.0,0.0,43631.81744,26416.070648,113102.0,74210.528165,74114.906722,44453.585689,3223.336581,929.4910169,11327.77812,7173.469008,5315.532979,781.3446761,857.9748631,117.3625935,3452.465861,1881.511007,70564.376956,51426.279797,15461.09904,27256.698734,212.670294,509.0150115,1052.086159,930.2676292000001,8636.018105,4825.031978,29592.571057,23289.316018,6866.30202,901.5187288999999,21688.065812,14160.294909,76297.833168,55787.029374
DEU,2010,1641322.0,10326918.0,6291.8,33400.0,5426600.0,305.0,19832.0,3803813.0,1205002.0,317.0,617582.0,837134.0,1356.0,1877934.0,38340.0,20.0,8762.0,387114.0,44181.0,11807.0,351888.0,29803.3,254367.0,10143090.0,39875.8,322.0,73285.0,227593.2,3297699.0,23782955.0,7212.0,1438574.0,1400.0,8.0,3.94832687323685e-05,3468154.3430000097,4.14676755040489e-06,0.0424099356994694,3.43793720327515e-05,1.1038103778926,7.38626407651201e-05,49.065,44.069,48.109,12.877,17.057,18633.173,80830.924,41447.113,39383.812,62261.612,5.771011025732571e-06,21.3233746649766,2.48078642393235e-06,30.2,82.6,77.5,79.9878048780488,0.0,0.0,7.043,76.966,358.5965462,31.08450814,3194.467886,2381.448288,10482.157501,2797.392432,58662.691899,43573.066752,620.2293205,3162.905232,8610.314108,5389.451541,71552.785306,103800.0,0.0,0.0,45338.545273,29085.288449,118331.0,80236.672688,77278.974842,49762.876425,2762.629895,975.8998337999999,12382.038824,8394.778215,5099.469489,1264.999063,1201.449708,213.0410099,3908.3422,2240.744438,77571.211521,55460.26388,17686.178808,31391.415802,263.4674917,545.2704682000001,1034.819056,1139.206545,10247.441955,5327.870322,35937.581937,31119.378309,7768.058045,861.4055221,25678.647603,16985.353614,87421.80463,61153.544469
DEU,2011,1598100.0,8733800.0,5465.1,39200.0,6408650.0,307.0,19957.0,3719013.0,1170376.0,315.0,641829.0,895880.0,1396.0,1956514.0,39892.0,20.0,9442.0,505594.0,53547.3,11965.0,373181.0,31189.4,258700.0,11837200.0,45756.5,321.0,76718.0,238996.9,3248200.0,22782700.0,7013.9,1438574.0,1400.0,8.0,4.16299889730367e-05,3824828.5635214103,3.75796884487347e-06,0.047646582043142996,3.6777324487501e-05,2.07517283735874,7.840731346053769e-05,50.644,45.594,48.501,11.496,15.168,18485.321,80857.873,41425.604,39432.27,62448.659,6.25886646333735e-06,21.3233746649766,2.5500594950261298e-06,30.6,83.1,77.9,80.4365853658537,0.0,0.0,5.967,77.16,395.9476556,15.185988210000001,3749.296776,3170.635636,11676.187241,3837.867311,64318.097804,51403.026335,627.276278,4353.179488,10297.238515,7079.731496,90642.573737,112601.0,0.0,0.0,48435.742316,31301.047156,140516.0,91466.125744,89401.172074,60632.048133,3200.217311,1204.136586,15190.394927,10656.510261,4383.570164,1166.653474,1614.677093,501.0910164,4892.706362,2597.490346,85779.44695,66236.67985,21397.446849,34885.269226,316.4978295,659.0492648,1067.564372,1584.71974,9714.352369,6548.531186,49359.615518,41696.76664,9608.611648,1273.429695,30664.655544,19647.383207,103181.0,69261.436923
DEU,2013,1570400.0,10343600.0,6586.6,43200.0,6686900.0,292.0,18074.0,3521272.0,1116507.0,317.0,644839.0,950940.0,1475.0,1653139.0,33142.0,20.0,9691.0,405656.0,41859.0,11711.0,329445.0,28131.2,242800.0,9669700.0,39825.8,332.0,69258.0,208608.4,3128200.0,25019100.0,7997.9,23833977.0,600000.0,21.0,4.1668654613431496e-05,3808086.2914823596,3.86224592046474e-07,0.047220010209885095,3.5895726960743306e-05,1.50472330251876,7.756438157417481e-05,51.491,45.357,48.596,10.311,13.71,18544.7,81041.582,41342.522,39699.059,62720.439,6.72723104677662e-06,21.3233746649766,1.76465787052263e-06,31.5,83.0,78.1,80.490243902439,0.272900214681538,0.0,5.316,77.18,217.8667078,16.461074580000002,3769.667628,2235.989796,11441.294614,2951.684799,55250.846705,49629.349993,607.3735072999999,4739.681825,11861.048865,5483.815114,89316.350033,100313.0,0.0,0.0,41607.663328,31389.321136,131619.0,84192.282928,94442.689728,51782.587791,2719.820493,1221.649037,12219.742386,9392.277173,2495.189127,378.47900660000005,1861.163105,591.0806866,4835.377937,2185.097985,70061.897933,61960.340551,22872.493264,27492.037453,340.39905760000005,600.7400278,1111.697001,1416.334158,8401.935204,6781.727953,48738.490251,39698.776433,12338.479799,2240.874639,27309.764749,18474.036198,119126.0,66571.065474
DEU,2014,1573700.0,11562800.0,7347.5,44200.0,6735750.0,287.0,17794.0,3606557.0,1142603.0,317.0,667130.0,1027100.0,1540.0,1523398.0,30507.0,20.0,10224.0,500472.0,48950.7,12475.0,390537.0,31305.6,244800.0,11607300.0,47415.4,330.0,84496.0,256048.5,3219700.0,27784700.0,8629.6,530023.0,0.0,8.0,4.1683890699692096e-05,3965800.6863097902,2.16949889758517e-06,0.0489710824722599,3.51464405712237e-05,0.906794000434246,7.683033127091591e-05,51.946,44.516,47.909,9.685,13.242,18587.788,81376.08,41451.255,39924.825,62901.872,7.19249005241927e-06,21.3233746649766,4.3765991966091597e-07,30.8,83.6,78.7,81.090243902439,0.416877359168292,0.0,4.979,77.19,153.32755269999998,29.783603579999998,3267.0126,2153.310954,10395.622995,2390.342583,55474.865011,51025.158797,768.6841795,5109.834276,11624.787094,4819.134586,99201.359658,107580.0,0.0,0.0,46242.248892,32956.431772,133478.0,88572.012499,104888.0,50626.648085,2968.83632,1298.84727,11885.134276,9597.572006,3224.429994,314.0240439,1539.805503,582.022523,5437.762993,2198.442306,71564.794556,64116.164389,22779.312747,26500.610094,295.53625619999997,650.9806003,1076.263394,1697.143906,9403.427395,6915.29484,39845.20616,37042.739736,11901.919262,1475.186224,28391.466736,18640.529197,127776.0,67526.62408
DEU,2015,1621800.0,11629900.0,7171.0,40165.0,6303818.5,294.0,19945.0,3581953.0,1132340.0,316.0,659092.0,1027400.0,1559.0,1062223.0,32140.0,30.0,10324.0,455348.3,44104.5,12228.0,365286.35,29873.4,236700.0,10370200.0,43811.6,328.0,80916.19,246778.5,3282700.0,26549500.0,8087.7,530023.0,0.0,8.0,4.26044431481211e-05,3423568.4509570296,1.65271978656361e-06,0.0419110109851054,3.51869136162559e-05,0.514426137125456,7.7791356764377e-05,52.152,43.966,46.627,9.463,12.654,18629.376,82077.551,41675.704,40401.847,63078.413,8.10033539639848e-06,21.3233746649766,1.82321441511708e-06,31.7,83.1,78.3,80.6414634146341,0.865702643950251,0.0,4.612,77.2,89.58449056,9.369141202,2968.29455,1697.115366,9378.386259,2043.449344,45252.134871,39470.559635,709.5544348999999,5175.152453,11106.873398,4134.936292,79426.901927,103334.0,0.0,0.0,42928.410251,29325.768387,113888.0,74105.57678,98358.591691,41938.834826,2914.621082,1332.565776,10870.331649,8545.04738,2330.584855,279.2454679,1119.056449,498.94374,4567.959961,1918.718467,64022.980533,54114.588178,18938.948276,23277.036798,321.1330651,596.1488421,1134.402942,1599.189852,8335.885112,6127.547046,24649.522653,23449.89673,11094.92899,971.8895328,25437.082458,15494.000921,126561.0,69099.301089
DEU,2016,1605000.0,10730500.0,6685.7,40398.0,6398492.5,297.0,20256.0,3640070.0,1155483.0,317.0,632847.0,999070.0,1579.0,1094251.0,31587.0,29.0,11294.0,522677.0,46279.2,13375.0,406208.0,30370.7,242600.0,10772100.0,44402.7,337.0,85287.0,253077.2,3201700.0,24463800.0,7640.9,2613996.0,0.0,7.0,4.16238177033957e-05,3537784.10798055,2.29471066413561e-06,0.0429610356905775,3.43607698108013e-05,0.491747008445174,7.59845875141969e-05,52.768,44.39,46.899,8.637,11.326,18657.193,82760.102,41918.313,40841.79,63257.479,8.89985353214632e-06,21.3233746649766,1.64319555960592e-06,31.4,83.5,78.6,80.990243902439,0.807218538573871,0.0,4.104,77.224,55.900864829999996,13.164096769999999,2877.612442,1758.049321,10016.194464,2154.59684,45884.626286,40059.44661,777.4314819,5518.078903,10552.836203,4320.495582,84528.602949,105739.0,0.0,0.0,44823.249539,30835.217631,111854.0,72741.34154,94836.231774,39046.631442,3289.16636,1548.410188,10907.393047,8611.305496,2893.87794,260.004737,778.2894067999999,646.1753027000001,4502.275492,1882.312917,67660.840513,57198.763742,20389.297054,25336.101017,353.57667360000005,645.0119318999999,1300.112636,1685.168502,8770.698254,6308.492559,24515.883698,21044.953392,8135.237722,701.0549391000001,27503.291464,15833.334096,118602.0,65963.435127
DEU,2017,1566100.0,10853400.0,6930.2,40569.0,6456546.5,298.0,20365.0,3549432.0,1137008.0,320.0,631000.0,1009565.0,1600.0,1070270.0,31152.0,29.0,11781.0,541354.0,45951.4,13837.0,418342.0,30233.6,250500.0,11720000.0,46786.4,374.0,96561.0,258184.5,3202600.0,24481600.0,7644.3,1150484.0,600.0,6.0,4.23259814296135e-05,3763092.2637529504,2.71602454639843e-06,0.0455265999576533,3.524065551723e-05,1.50949485109628,7.75666369468435e-05,53.309,45.626,47.498,7.982,10.954,18672.1,83104.007,42081.511,41022.496,63442.124,8.08358573755333e-06,21.3233746649766,2.89088052868023e-06,31.3,83.4,78.7,80.9926829268293,0.373724559895838,0.2,3.781,77.261,94.55158948,10.05240391,3398.448038,1414.527216,10769.154193,3042.380551,48672.858291,41876.485204,822.9961794,6121.957283,11003.629639,4611.498755,97721.639873,114649.0,0.0,0.0,47815.973413,33692.385197,116952.0,69128.818664,94383.145097,38598.387555,3612.907711,1655.698908,12144.13219,9690.9691,3409.87284,437.1112869,761.0564248,1080.607865,5026.885145,2157.151017,72196.574067,57344.958616,22155.107544,26654.824219,649.4333477,742.1880414,1367.532595,1903.622401,9926.346469,6653.896252,29926.415603,25745.326937,7479.954956,920.4276095,29536.809743,16310.239515,126687.0,70721.341103
DEU,2018,1662000.0,9583600.0,5766.3,46800.0,6585931.0,263.0,18077.0,3438000.0,1109000.0,323.0,623100.0,1021000.0,1639.0,1648000.0,34000.0,21.0,13580.0,503160.0,37051.5,1900.0,18210.0,9584.2,252200.0,8920800.0,35371.9,400.0,103270.0,258175.0,3036300.0,20263500.0,6673.7,735138.0,0.0,5.0,4.26073917339186e-05,4052008.4472235297,1.1164431090242698e-06,0.0488748595028454,3.6620267958369406e-05,1.73216879766942,7.9227659692288e-05,53.609,45.347,48.789,7.04,10.278,18671.111,83368.505,42204.81,41163.696,63622.346,8.44474369079797e-06,21.3233746649766,4.00421026360441e-06,31.9,83.3,78.6,80.8926829268293,0.300526701992065,0.0,3.384,77.312,95.51145383,13.243384240000001,3476.883493,1547.607752,11871.220949,2812.216179,52241.080724,53414.432312,982.2052916,6912.758647,12056.02357,5351.006785,110453.0,126751.0,0.0,0.0,52258.979468,38349.572901,124361.0,77295.895863,96659.17069,43525.907895,4257.577221,2088.546979,14878.761169,10756.113697,3232.3933,518.735847,874.8077604,1258.972499,5510.751498,2335.345233,82414.016512,71250.281187,24239.532473,29282.349294,419.4488947,841.0086193,1544.62146,2013.451027,11853.228599,8054.41612,31350.927515,30614.719863,7484.085164,1419.530067,31001.80253,18718.999668,134363.0,78295.030922
DEU,2019,1708800.0,11591500.0,6783.4,48000.0,6724980.5,261.0,19544.0,3403000.0,1107000.0,325.0,620568.0,1036000.0,1669.0,1614000.0,35000.0,22.0,14390.0,607110.0,42189.7,2060.0,20260.0,9835.0,271600.0,10602200.0,39036.1,390.0,106690.0,273564.1,3118100.0,23062600.0,7396.4,0.0,0.0,5.0,4.23863044855837e-05,3957208.05521568,9.87893350164853e-07,0.0476238656074829,3.6747442628887e-05,1.44565976888253,7.91337471144706e-05,54.191,46.057,50.468,6.442,9.128,18651.132,83559.186,42297.67,41261.516,63787.507,7.88005874480123e-06,21.3233746649766,1.90698688059703e-06,31.8,83.7,79.0,81.2926829268293,0.22551987421288,0.2,3.163,77.376,73.65802687,21.14648894,2714.023661,1219.331102,10370.550337,3024.528344,51634.545373,45525.173049,921.1293496000001,6694.761946,12313.782447,5955.438999,108331.0,124354.0,0.0,0.0,49495.566781,37074.460593,119250.0,74051.115256,88405.623428,42431.343786,4177.023631,2015.477971,13439.527825,10666.082198,1729.538524,223.169849,1158.092454,742.7473485,5326.720807,2405.906293,75801.906548,63913.528761,23241.223652,27563.238917,358.2010836,846.2292387,1254.694564,2030.684604,11919.41102,8281.783782,30445.09906,25357.129214,6750.404353,1321.118074,27889.596851,17204.716798,133546.0,81475.156254
DEU,2020,1667300.0,10769200.0,6459.1,49200.0,6951764.5,263.0,19648.0,3281250.0,1092030.0,333.0,623161.0,1066000.0,1711.0,1669000.0,40000.0,24.0,14730.0,629630.0,42744.7,2000.0,22820.0,11410.0,273500.0,11715100.0,42834.0,380.0,102120.0,268736.8,2835500.0,22172100.0,7819.5,0.0,0.0,0.0,3.91691838521344e-05,3940142.5413541,0.0,0.047379765194548,3.3824073376198e-05,0.144877925813982,7.29932572283324e-05,53.191,44.555,49.054,8.182,10.4,18610.145,83628.708,42337.474,41291.235,63930.305,6.3498510279079595e-06,21.3233746649766,4.48666571074036e-06,32.4,83.5,78.7,81.0414634146342,0.0816931586494595,0.2,3.881,77.453,79.44743089,16.75710142,2159.155441,1075.73891,9797.934315,2674.442865,49414.775991,39052.255861,611.22388,6606.108127,10761.95167,5618.032167,110372.0,134919.0,0.0,0.0,43008.05639,35734.364787,103733.0,64338.792195,76506.797151,39428.018443,3853.914017,1878.489288,12262.972853,10326.232898,1780.980318,307.4450129,1074.718439,457.7327887,5150.605511,2477.412578,69120.008626,61572.615593,20003.683348,24470.396119,269.1972909,829.8326473,1215.720157,2138.350709,10142.176992,7365.348902,26996.41199,17824.793044,6791.172854,1053.93206,26624.973097,16771.170959,119199.0,78402.821567
DEU,2021,1539500.0,10411100.0,6762.7,49800.0,7012513.0,262.0,19703.0,3268030.0,1080430.0,331.0,625816.0,1080000.0,1726.0,1631000.0,33360.0,20.0,16580.0,738540.0,44544.0,2200.0,23440.0,10654.5,258300.0,11312100.0,43794.4,400.0,101770.0,254425.0,2939000.0,21459200.0,7301.5,46306127.0,600.0,227.0,4.26575836538409e-05,4348297.440387529,3.6699998840452e-06,0.0522656541620571,3.74990343972191e-05,3.06666666666673,8.015661805106e-05,53.291,46.873,51.482,6.578,8.497,18546.497,83697.083,42377.729,41319.353,64044.372,6.93113737824586e-06,21.3233746649766,2.9347078597478702e-06,32.4,83.3,78.4,80.790243902439,0.0423270572552137,0.2,3.594,77.544,66.43620768,12.850522779999999,2685.281313,1183.399171,11787.772534,3164.862184,60548.249779,57692.460805,915.6684601000001,8485.411808,11994.973327,6712.636191,123585.0,170640.0,0.0,0.0,51850.774213,40359.745156,121000.0,73091.404065,77393.305051,38093.471071,4681.355222,2310.516514,14787.260025,13092.317133,1719.380711,360.164243,1094.031096,1103.892323,6417.423842,2798.890581,88749.001266,77221.246436,21754.521655,28260.363734,315.7236592,1035.245092,1583.772495,2583.245311,11834.612274,8372.943607,32147.438361,27369.770498,6661.001745,1307.693052,31448.778856,19892.314222,144604.0,86798.995293
