ISO3,Year,flowDesc,AFG_trade,ARG_trade,AUS_trade,BEL_trade,BGD_trade,CAN_trade,CHN_trade,DEU_trade,ESP_trade,FRA_trade,GBR_trade,HRV_trade,IND_trade,IRN_trade,IRQ_trade,ISR_trade,ITA_trade,JPN_trade,LKA_trade,PAK_trade,PRT_trade,RUS_trade,SAU_trade,SWE_trade,USA_trade,Barley_Area_harvested,Barley_Production,Barley_Yield,"Hen_eggs_in_shell,_fresh_Laying","Hen_eggs_in_shell,_fresh_Production","Hen_eggs_in_shell,_fresh_Yield","Hen_eggs_in_shell,_fresh_Yield/Carcass_Weight","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Production","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_chickens,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_chickens,_fresh_or_chilled_Production","Meat_of_chickens,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_sheep,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_sheep,_fresh_or_chilled_Production","Meat_of_sheep,_fresh_or_chilled_Yield/Carcass_Weight","Onions_and_shallots,_dry_(excluding_dehydrated)_Area_harvested","Onions_and_shallots,_dry_(excluding_dehydrated)_Production","Onions_and_shallots,_dry_(excluding_dehydrated)_Yield","Other_vegetables,_fresh_n.e.c._Area_harvested","Other_vegetables,_fresh_n.e.c._Production","Other_vegetables,_fresh_n.e.c._Yield",Potatoes_Area_harvested,Potatoes_Production,Potatoes_Yield,Tomatoes_Area_harvested,Tomatoes_Production,Tomatoes_Yield,Wheat_Area_harvested,Wheat_Production,Wheat_Yield,"Total Damage, Adjusted ('000 US$)",No. Affected,Total Deaths,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)",Rural_population,Total_Population_Both_sexes,Total_Population_Female,Total_Population_Male,Urban_population,Current_account_balance_(%_of_GDP),External_debt_stocks_(%_of_GNI),"Foreign_direct_investment,_net_inflows_(%_of_GDP)",Gini_index,"Life_expectancy_at_birth,_female_(years)","Life_expectancy_at_birth,_male_(years)","Life_expectancy_at_birth,_total_(years)",Population_growth_(annual_%),Poverty_headcount_ratio_at_$3.00_a_day_(2021_PPP)_(%_of_population),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)",Urban_population_(%_of_total_population)
AFG,2008,Export,,,10692.0,2765806.0,,,1942528.0,681919.0,1837318.0,126076.0,2518025.0,,132001893.0,18203091.0,5914575.0,,,333700.0,,264316383.0,,36721775.0,2198097.0,,2131740.0,236000.0,333000.0,1411.0,9100.0,175329.0,37.0,1835.0,739000.0,133000.0,180.0,26000.0,20800.0,800.0,5430000.0,86880.0,16.0,24462.0,363392.42,14855.4,67999.0,646000.0,9500.1,20000.0,280000.0,14000.0,,,,2139000.0,2623000.0,1226.3,0.0,452602.0,1334.0,,10109297047.5432,3.92498381999467,381.73323802844,,26.4186641547444,,13.402,35.109,69.011,,,20929.119,26482.622,13131.734,13350.888,6364.912,-2.35799044700136,21.2121323521857,0.45536044478174,,61.428,57.984,59.708,2.18654618162979,,7.878,23.32
AFG,2008,Import,,158555.0,129485.0,1140200.0,303903.0,37966673.0,430215814.0,65166628.0,907526.0,2630270.0,10095016.0,,105633150.0,200336587.0,,,2031605.0,367931123.0,410847.0,489138256.0,,98096479.0,29059496.0,1920626.0,18693142.0,236000.0,333000.0,1411.0,9100.0,175329.0,37.0,1835.0,739000.0,133000.0,180.0,26000.0,20800.0,800.0,5430000.0,86880.0,16.0,24462.0,363392.42,14855.4,67999.0,646000.0,9500.1,20000.0,280000.0,14000.0,,,,2139000.0,2623000.0,1226.3,0.0,452602.0,1334.0,,10109297047.5432,3.92498381999467,381.73323802844,,26.4186641547444,,13.402,35.109,69.011,,,20929.119,26482.622,13131.734,13350.888,6364.912,-2.35799044700136,21.2121323521857,0.45536044478174,,61.428,57.984,59.708,2.18654618162979,,7.878,23.32
AFG,2009,Export,,,8462.0,1365903.0,,315234.0,3590181.0,764633.0,,153640.0,293669.0,,76008986.0,41276586.0,6931153.0,,124275.0,701155.0,,191131851.0,,25663266.0,2409891.0,,17314844.0,267000.0,486000.0,1820.2,8700.0,176169.0,39.0,1929.0,750000.0,135000.0,180.0,25000.0,20000.0,800.0,6230000.0,99680.0,16.0,23128.0,336577.78,14552.5,72200.0,686000.0,9501.4,21600.0,302400.0,14000.0,,,,2575000.0,5064000.0,1966.6,29243.0,62521.0,101.0,,12416152732.0567,21.3905283926492,452.053705477043,,-6.81116108898996,,13.694,,,,,21415.593,27466.1,13612.943,13853.157,6588.738,2.23601941932175,20.0367248536922,0.45188914562189,,61.791,58.681,60.248,3.64638090813246,,7.754,23.528
AFG,2009,Import,,,1214034.0,2500045.0,360566.0,4740677.0,360064397.0,144487116.0,210623.0,1784981.0,15782810.0,,106161782.0,177265080.0,4000.0,,3768930.0,336767162.0,266405.0,307468501.0,,197918274.0,44113474.0,2236484.0,44553575.0,267000.0,486000.0,1820.2,8700.0,176169.0,39.0,1929.0,750000.0,135000.0,180.0,25000.0,20000.0,800.0,6230000.0,99680.0,16.0,23128.0,336577.78,14552.5,72200.0,686000.0,9501.4,21600.0,302400.0,14000.0,,,,2575000.0,5064000.0,1966.6,29243.0,62521.0,101.0,,12416152732.0567,21.3905283926492,452.053705477043,,-6.81116108898996,,13.694,,,,,21415.593,27466.1,13612.943,13853.157,6588.738,2.23601941932175,20.0367248536922,0.45188914562189,,61.791,58.681,60.248,3.64638090813246,,7.754,23.528
AFG,2010,Export,,,648457.0,839983.0,,478863.0,11691878.0,1883784.0,127800.0,264195.0,2049947.0,,65357645.0,31730468.0,8721384.0,,549969.0,307797.0,,151342943.0,,29585442.0,1566230.0,45850.0,3661498.0,212000.0,437000.0,2061.3,8200.0,171612.0,40.0,1993.0,727800.0,131000.0,180.0,35000.0,28000.0,800.0,7100000.0,113000.0,16.0,21738.0,309763.13,14249.7,69147.0,660000.0,9544.9,20500.0,246000.0,12000.0,,,,2354000.0,4532000.0,1925.2,0.0,45000.0,350.0,,15856668555.8336,14.3624414710737,560.621505463146,,2.17853752389419,,13.983,,,,,21966.187,28284.089,14011.779,14272.309,6836.98,-3.64331388234628,15.3334973971382,1.20311798981139,,62.283,59.097,60.702,2.93468670173474,,7.753,23.737
AFG,2010,Import,,48376.0,1329447.0,5517350.0,1237932.0,35302567.0,703845093.0,422289588.0,2446202.0,3753272.0,31797984.0,,112907128.0,386411377.0,26152.0,,9647145.0,494368703.0,375725.0,597502822.0,,181394091.0,53694555.0,18505180.0,78480105.0,212000.0,437000.0,2061.3,8200.0,171612.0,40.0,1993.0,727800.0,131000.0,180.0,35000.0,28000.0,800.0,7100000.0,113000.0,16.0,21738.0,309763.13,14249.7,69147.0,660000.0,9544.9,20500.0,246000.0,12000.0,,,,2354000.0,4532000.0,1925.2,0.0,45000.0,350.0,,15856668555.8336,14.3624414710737,560.621505463146,,2.17853752389419,,13.983,,,,,21966.187,28284.089,14011.779,14272.309,6836.98,-3.64331388234628,15.3334973971382,1.20311798981139,,62.283,59.097,60.702,2.93468670173474,,7.753,23.737
AFG,2011,Export,,,111502.0,923526.0,,882438.0,5872095.0,1525984.0,37800.0,166002.0,1718440.0,,70437984.0,19533078.0,15424454.0,,1463719.0,275400.0,,180649605.0,,33033623.0,1274107.0,810614.0,3540351.0,190000.0,305900.0,1610.0,9600.0,180705.0,36.0,1793.0,766700.0,138000.0,180.0,32000.0,25600.0,800.0,7220000.0,115000.0,16.0,20288.0,282948.48,13946.8,53718.0,480000.0,8935.6,20500.0,205000.0,10000.0,,,,2232000.0,3388000.0,1517.9,198026.0,1753000.0,83.0,,17805098206.3141,0.426354776777345,606.694676337726,,11.8041858089129,,14.265,,,,,22594.126,29347.708,14532.542,14815.165,7114.473,-12.6195382087159,13.9770517017747,0.293025179616803,,62.852,59.625,61.25,3.69150308391849,,7.784,23.948
AFG,2011,Import,,475766.0,1301370.0,4051525.0,1227446.0,23813159.0,577177968.0,244398439.0,969605.0,3382209.0,24230407.0,,103876928.0,581655193.0,49121.0,,4443013.0,411827185.0,608207.0,877754493.0,,804167856.0,50975773.0,4647622.0,90619835.0,190000.0,305900.0,1610.0,9600.0,180705.0,36.0,1793.0,766700.0,138000.0,180.0,32000.0,25600.0,800.0,7220000.0,115000.0,16.0,20288.0,282948.48,13946.8,53718.0,480000.0,8935.6,20500.0,205000.0,10000.0,,,,2232000.0,3388000.0,1517.9,198026.0,1753000.0,83.0,,17805098206.3141,0.426354776777345,606.694676337726,,11.8041858089129,,14.265,,,,,22594.126,29347.708,14532.542,14815.165,7114.473,-12.6195382087159,13.9770517017747,0.293025179616803,,62.852,59.625,61.25,3.69150308391849,,7.784,23.948
AFG,2013,Export,,,,,,,20277023.0,9180431.0,,,,,102957814.0,42731928.0,,,,,,198351743.0,,,459258.0,,,278000.0,514000.0,1848.9,9500.0,189000.0,38.0,1895.0,744500.0,134000.0,180.0,33000.0,26400.0,800.0,6625000.0,106000.0,16.0,16821.0,230266.95,13688.9,62000.0,560000.0,9032.3,22960.0,302980.0,13196.0,,,,2552922.0,5169235.0,2024.8,0.0,21485.0,155.0,,20146416757.5987,5.60074465863221,637.087099117099,,7.38577178397855,,15.361,,,,,23997.856,31622.704,15647.752,15974.952,7733.832,-25.290058564309,12.8048363659593,0.239801184405551,,63.814,60.534,62.188,3.41822667584596,,7.93,24.373
AFG,2013,Import,,,,,,,136251991.0,170779239.0,,,290986.0,,43729538.0,715151592.0,,,,25925968.0,,889148190.0,,,,,,278000.0,514000.0,1848.9,9500.0,189000.0,38.0,1895.0,744500.0,134000.0,180.0,33000.0,26400.0,800.0,6625000.0,106000.0,16.0,16821.0,230266.95,13688.9,62000.0,560000.0,9032.3,22960.0,302980.0,13196.0,,,,2552922.0,5169235.0,2024.8,0.0,21485.0,155.0,,20146416757.5987,5.60074465863221,637.087099117099,,7.38577178397855,,15.361,,,,,23997.856,31622.704,15647.752,15974.952,7733.832,-25.290058564309,12.8048363659593,0.239801184405551,,63.814,60.534,62.188,3.41822667584596,,7.93,24.373
AFG,2014,Export,,,,,,,15452716.0,17045181.0,,,,,159979715.0,33351524.0,,,,,,188424057.0,,,506019.0,,,342472.0,521000.0,1521.3,9500.0,194250.0,39.0,1947.0,669717.0,120544.58,180.0,31012.0,24809.32,800.0,6844995.0,109407.15,16.0,14300.0,197822.0,13833.7,85662.0,775899.62,9057.7,25009.0,340257.0,13605.4,,,,2653746.0,5370259.0,2023.7,3975.0,140020.0,575.0,,20497128555.6972,2.72454336219565,625.054941813938,,4.67399603536345,,16.239,25.528,61.328,14.091,6.141,24703.798,32792.523,16221.843,16570.68,8054.222,-15.7724198274304,12.3049882693651,0.209664794672203,,64.009,60.495,62.26,3.63251884652008,,7.915,24.587
AFG,2014,Import,,,,,,,1038198468.0,53230942.0,,,6095647.0,,107664176.0,1497079740.0,,,,258847983.0,,1327930936.0,,,,,,342472.0,521000.0,1521.3,9500.0,194250.0,39.0,1947.0,669717.0,120544.58,180.0,31012.0,24809.32,800.0,6844995.0,109407.15,16.0,14300.0,197822.0,13833.7,85662.0,775899.62,9057.7,25009.0,340257.0,13605.4,,,,2653746.0,5370259.0,2023.7,3975.0,140020.0,575.0,,20497128555.6972,2.72454336219565,625.054941813938,,4.67399603536345,,16.239,25.528,61.328,14.091,6.141,24703.798,32792.523,16221.843,16570.68,8054.222,-15.7724198274304,12.3049882693651,0.209664794672203,,64.009,60.495,62.26,3.63251884652008,,7.915,24.587
